id,playtime_forever
0,0.42074066400527954
1,0.7817388772964478
2,0.6657509207725525
3,0.13563066720962524
4,1.6044245958328247
5,2.955078601837158
6,1.1755506992340088
7,0.370136559009552
8,0.7904409170150757
9,3.671661615371704
10,2.078857421875
11,0.46767187118530273
12,8.283126831054688
13,1.2261592149734497
14,1.3281632661819458
15,0.35271239280700684
16,3.3853321075439453
17,2.332310676574707
18,0.6655865907669067
19,1.245969295501709
20,0.6488839387893677
21,1.0791912078857422
22,0.3272264897823334
23,0.4087831377983093
24,0.6576820015907288
25,0.5481318831443787
26,0.4464920163154602
27,0.4235680103302002
28,1.2261592149734497
29,0.6608722805976868
30,1.1222732067108154
31,7.911576747894287
32,0.8782070875167847
33,0.42074066400527954
34,0.7480348348617554
35,0.4464920163154602
36,0.9108103513717651
37,2.164715051651001
38,0.6842875480651855
39,0.8073513507843018
40,0.9108103513717651
41,0.9632390141487122
42,0.6608722805976868
43,2.558927536010742
44,3.6039228439331055
45,17.192779541015625
46,2.758880853652954
47,0.3881071209907532
48,1.0791912078857422
49,2.0119681358337402
50,0.47552263736724854
51,0.7817388772964478
52,1.3400659561157227
53,0.9112611413002014
54,0.6608722805976868
55,0.6488839387893677
56,9.80367374420166
57,0.5274896621704102
58,0.35271239280700684
59,0.42074066400527954
60,0.34160101413726807
61,0.30447953939437866
62,0.6288154125213623
63,9.552499771118164
64,0.42116087675094604
65,0.42074066400527954
66,0.7071676254272461
67,0.7071676254272461
68,1.7708559036254883
69,0.42116087675094604
70,0.680575966835022
71,2.223494052886963
72,0.7817388772964478
73,6.640951633453369
74,7.699441909790039
75,23.972946166992188
76,20.09469223022461
77,1.3281632661819458
78,0.5140907764434814
79,1.3338594436645508
80,0.5187075734138489
81,0.5016412138938904
82,1.9327898025512695
83,1.6311742067337036
84,1.6741167306900024
85,0.6608722805976868
86,0.3922942578792572
87,1.9282594919204712
88,0.13563066720962524
89,2.3698534965515137
